_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	SrcIDgaia	RAgaia	e_RAgaia	DEgaia	e_DEgaia	Org	Nu	EPucac	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	f.mag	Rmag	Jmag	Hmag	Kmag
265.112088668	-53.652716939	265.1120778	-53.6527114	5921748316134376064	265.1121992	32.7	-53.6527733	35.3	2	3	1998.523	15.7	6.6	-13.5	6.3	16.427	16.769	14.970	15.311	15.073	15.106
265.113547100	-53.666764688	265.1135489	-53.6667564	5921748281774639232	265.1135289	11.4	-53.6668489	12.3	2	2	1998.523	-2.6	5.7	-20.2	5.5	15.968	16.273	30.000	14.611	14.301	14.471
265.114579454	-53.655991985	265.1145825	-53.6559814	5921748320424005632	265.1145481	15.4	-53.6560992	16.6	3	3	1998.523	-4.4	4.7	-25.8	4.8	16.156	15.880				
265.115472955	-53.664831220	265.1154683	-53.6648178	5921748281774641536	265.1155203	11.6	-53.6649669	12.5	2	1	1998.518	6.7	11.3	-32.6	11.1	16.244	16.251	30.000	14.980	14.641	13.782
265.115788159	-53.648998200	265.1157867	-53.6489975	5921748320424045824	265.1158033	15.4	-53.6490056	16.6	2	0	1998.518	2.1	18.9	-1.7	19.9	16.369	17.257	13.320	15.070	13.900	13.867
265.116314147	-53.660170252	265.1163294	-53.6601622	5921748281774642304	265.1161594	11.1	-53.6602522	12.0	2	5	1998.521	-22.0	4.8	-19.6	4.8	16.586	16.643	30.000	14.885	14.599	14.637
265.117040953	-53.655988340	265.1170413	-53.6559800	5921748316134381312	265.1170375	10.5	-53.6560728	11.3	2	1	1998.521	-0.5	11.6	-20.3	7.3	16.513	16.925	30.000	15.384	14.941	15.210
265.117062200	-53.649560245	265.1170622	-53.6495517	5921748316134381568	265.1170619	11.7	-53.6496472	14.0	2	4	1998.521	0.0	2.9	-20.8	3.1	15.664	16.076	30.000	14.551	14.182	14.077
265.117232138	-53.666569850	265.1172386	-53.6665589	5921748281774643328	265.1171667	9.9	-53.6666808	10.7	2	1	1998.518	-9.3	14.1	-26.6	14.5	16.958	16.927	30.000	15.968	15.759	16.033
265.117573816	-53.661373449	265.1175700	-53.6613672	5921748286064227584	265.1176128	15.4	-53.6614369	16.6	3	4	1998.520	5.5	5.4	-15.2	5.9	16.332	16.734				
265.118549845	-53.670519410	265.1185468	-53.6705108	5921748281774644608	265.1185808	13.4	-53.6706072	12.2	2	3	1998.524	4.4	5.4	-21.0	5.3	16.253	16.684	30.000	15.061	14.797	14.824
265.119314113	-53.671601299	265.1192892	-53.6715858	5921748281774645632	265.1195664	10.9	-53.6717586	11.7	2	2	1998.520	35.9	8.4	-37.7	6.9	16.250	15.147	30.000	15.105	14.865	14.785
265.122039101	-53.661594006	265.1220319	-53.6615858	5921748316134387200	265.1221125	10.9	-53.6616775	11.7	2	3	1998.523	10.4	5.1	-20.0	5.8	16.167	16.994	30.000	15.099	14.882	14.845
265.122738148	-53.654988631	265.1227369	-53.6549814	5921748316134387840	265.1227506	14.9	-53.6550617	13.6	2	5	1998.521	1.8	2.4	-17.6	2.3	15.448	15.859	30.000	14.227	13.787	13.736
265.122851956	-53.652317915	265.1228478	-53.6523111	5921748320423994112	265.1228942	15.4	-53.6523872	18.5	2	5	1998.522	6.0	2.5	-16.6	2.4	15.409	15.904	30.000	14.070	13.692	13.577
265.123779879	-53.653624840	265.1237769	-53.6536186	5921748316134389248	265.1238097	11.7	-53.6536881	14.1	2	4	1998.522	4.3	3.2	-15.2	3.2	15.685	15.921	30.000	14.478	14.044	14.098
265.124564493	-53.662137234	265.1245575	-53.6621319	5921748316134390656	265.1246356	11.1	-53.6621914	12.0	2	3	1998.523	10.1	5.9	-13.0	5.5	16.242	16.802	30.000	15.243	14.471	14.210
265.125321454	-53.663103668	265.1253366	-53.6630928	5921748286064179968	265.1251681	15.4	-53.6632133	16.6	2	1	1998.518	-21.8	12.4	-26.4	11.5	16.892	16.639	30.000	15.619	14.587	14.618
265.125918568	-53.673712095	265.1259573	-53.6736769	5921748281774653824	265.1255250	12.7	-53.6740703	13.7	2	2	1998.525	-56.0	2.6	-85.9	2.6	15.396	14.715	30.000	13.710	13.263	13.518
265.125329107	-53.668852420	265.1253061	-53.6688392	5921748286064138112	265.1255628	15.4	-53.6689867	16.6	3	5	1998.522	33.2	3.8	-32.2	3.9	16.570	16.554				
265.125589707	-53.664733142	265.1255800	-53.6647308	5921748286064169984	265.1256883	15.4	-53.6647569	16.7	2	2	1998.521	14.0	9.6	-5.7	9.3	17.055	16.384	30.000	15.625	15.160	15.275
265.126058672	-53.666554675	265.1260750	-53.6665492	5921748281774654080	265.1258931	10.4	-53.6666100	11.2	2	1	1998.518	-23.5	13.1	-13.3	15.4	17.087	16.678	30.000	15.606	15.170	15.365
265.126650042	-53.670925265	265.1266481	-53.6709175	5921748281774654976	265.1266694	15.4	-53.6710039	16.6	2	9	1998.521	2.8	1.4	-18.9	1.4	13.938	14.375	30.000	12.464	12.029	11.971
265.126791569	-53.662017057	265.1267942	-53.6620100	5921748320423915392	265.1267644	15.4	-53.6620889	16.6	2	1	1998.523	-3.8	10.9	-17.2	12.9	16.316	16.960	30.000	15.060	14.842	14.990
265.128111356	-53.660298806	265.1281108	-53.6603000	5921748320423919744	265.1281172	15.4	-53.6602867	16.6	2	1	1998.518	0.8	14.7	2.9	14.9	16.636	16.071	30.000	15.143	15.032	14.942
265.129732458	-53.665425651	265.1297442	-53.6654175	5921748281774657920	265.1296139	11.1	-53.6655081	11.8	2	1	1998.518	-16.9	12.7	-19.8	12.7	16.708	16.703	30.000	15.505	15.339	14.310
265.129801632	-53.663373302	265.1298008	-53.6633664	5921748316134396672	265.1298097	14.5	-53.6634431	15.6	2	7	1998.521	1.2	1.6	-16.8	1.7	14.363	14.747	30.000	12.900	12.446	12.375
265.130102685	-53.670013344	265.1301022	-53.6700092	5921748281774658688	265.1301072	10.7	-53.6700556	11.5	2	3	1998.523	0.7	4.5	-10.1	4.3	16.085	16.706	30.000	15.196	14.935	15.054
265.130630865	-53.652870432	265.1306283	-53.6528639	5921748320423960576	265.1306567	33.4	-53.6529367	31.5	2	9	1998.521	3.7	2.3	-15.9	2.2	13.947	14.384	30.000	12.400	11.965	11.826
265.130682264	-53.668594430	265.1306797	-53.6685808	5921748286064118656	265.1307081	15.4	-53.6687328	16.6	2	5	1998.522	3.7	3.2	-33.2	3.2	15.680	15.822	30.000	14.442	14.227	14.185
265.131728527	-53.676276428	265.1317261	-53.6762708	5921748281774660352	265.1317528	14.1	-53.6763336	15.1	2	6	1998.521	3.5	1.8	-13.7	1.8	14.586	15.052	30.000	13.150	12.691	12.656
265.131811920	-53.665089392	265.1318097	-53.6650808	5921748316134398848	265.1318347	12.7	-53.6651767	13.7	2	5	1998.520	3.2	2.4	-20.9	2.3	15.197	15.877	30.000	13.855	13.462	13.367
265.132027624	-53.668333769	265.1320252	-53.6683414	5921748281774660736	265.1320528	13.1	-53.6682564	12.0	2	0	1998.523	3.5	19.6	18.6	19.9	16.818	17.200	30.000	15.650	15.407	14.695
265.132136264	-53.677585734	265.1321008	-53.6775644	5921748286064044544	265.1324967	15.6	-53.6778028	16.7	3	1	1998.523	51.2	8.2	-52.0	8.8	16.810	14.818				
265.132911296	-53.662324410	265.1329165	-53.6623122	5921748316134399872	265.1328589	10.1	-53.6624481	12.2	2	2	1998.520	-7.5	8.7	-29.7	8.5	16.984	16.242	30.000	15.833	15.253	15.641
265.133380898	-53.669863555	265.1333818	-53.6698592	5921748281774662656	265.1333722	10.8	-53.6699078	11.7	2	5	1998.521	-1.3	3.3	-10.6	3.4	15.987	16.087	30.000	15.188	14.804	14.853
265.133587587	-53.654369320	265.1335618	-53.6543625	5921748320423940352	265.1338492	15.4	-53.6544386	16.6	2	4	1998.521	37.2	4.2	-16.6	4.2	16.301	16.034	30.000	14.566	14.332	14.403
265.134861218	-53.663349061	265.1348678	-53.6633397	5921748316134402176	265.1347942	12.3	-53.6634439	14.8	2	0	1998.522	-9.5	17.3	-22.8	16.7	15.933	16.190	30.000	14.704	14.404	12.977
265.134866688	-53.664487769	265.1348678	-53.6644797	5921748316134402432	265.1348550	12.4	-53.6645694	14.9	2	1	1998.518	-1.6	9.8	-19.6	12.4	15.696	16.162	30.000	14.542	14.247	13.006
265.135940247	-53.670883534	265.1359349	-53.6708758	5921748281774665472	265.1359947	10.5	-53.6709622	11.3	2	2	1998.519	7.7	6.5	-18.8	6.0	16.354	16.793	30.000	15.576	15.324	15.057
265.136232572	-53.665664813	265.1362181	-53.6656683	5921748320423853440	265.1363794	35.5	-53.6656294	41.9	3	0	1998.523	20.9	30.4	8.5	30.5	16.683	20.000				
265.136513273	-53.675416836	265.1365114	-53.6754094	5921748281774666240	265.1365319	0.3	-53.6754922	0.3	2	9	1998.521	2.7	0.9	-18.1	0.9	11.501	11.786	11.420	9.878	9.295	9.171
265.136515067	-53.663801257	265.1365125	-53.6637925	5921748316134404736	265.1365408	14.1	-53.6638903	16.9	2	5	1998.520	3.7	3.2	-21.3	2.9	14.479	15.198	30.000	13.089	12.653	12.560
265.137525854	-53.681066272	265.1375219	-53.6810567	5921748213055190656	265.1375661	11.1	-53.6811633	12.0	2	5	1998.521	5.7	4.1	-23.3	3.9	15.860	16.440	30.000	14.948	14.711	14.544
265.137833472	-53.658054899	265.1378086	-53.6580806	5921748316134406144	265.1380856	13.6	-53.6577939	14.5	2	5	1998.522	35.9	2.2	62.6	2.3	18.453	15.236	30.000	13.343	12.954	12.820
265.138569418	-53.677845703	265.1385672	-53.6778386	5921748213055192064	265.1385917	20.7	-53.6779178	22.3	2	7	1998.522	3.2	1.8	-17.3	2.0	13.308	13.762	30.000	12.894	12.823	12.833
265.139445586	-53.675173034	265.1394433	-53.6751661	5921748217344550272	265.1394689	15.4	-53.6752433	16.6	2	3	1998.523	3.3	3.5	-16.9	3.5	14.119	14.575	30.000	12.564	11.676	11.528
265.139614502	-53.678907683	265.1396136	-53.6789000	5921748213055193216	265.1396236	16.0	-53.6789856	17.4	2	9	1998.521	1.3	1.6	-18.7	1.6	12.711	13.146	30.000	11.167	10.651	10.580
265.139839433	-53.660327411	265.1398377	-53.6603194	5921748247414932096	265.1398572	50.3	-53.6604086	47.5	2	9	1998.521	2.5	3.2	-19.5	3.0	13.115	13.534	30.000	12.561	12.548	12.496
265.140205726	-53.670568154	265.1402042	-53.6705608	5921748213055194112	265.1402208	22.7	-53.6706428	25.6	2	9	1998.521	2.2	1.6	-17.9	1.8	12.529	12.907	12.430	10.998	10.476	10.390
265.140375514	-53.657368293	265.1403778	-53.6573600	5921748247414932608	265.1403519	10.5	-53.6574525	11.4	2	3	1998.522	-3.3	8.6	-20.2	6.1	16.145	17.141	30.000	15.321	15.122	15.295
265.141662068	-53.665502081	265.1416711	-53.6654964	5921748251704347776	265.1415708	17.8	-53.6655597	32.2	3	1	1998.518	-13.0	13.3	-13.8	13.4	16.882	16.966				
265.142185486	-53.678217975	265.1421989	-53.6782111	5921748217344513408	265.1420497	15.4	-53.6782875	18.5	2	1	1998.518	-19.3	9.5	-16.7	9.7	16.331	16.009	30.000	15.249	15.010	13.326
265.142016895	-53.669389130	265.1420058	-53.6693789	5921748251704319360	265.1421297	15.4	-53.6694931	18.5	3	0	1998.521	16.0	14.4	-24.9	12.0	16.536	16.776				
265.142230077	-53.667567155	265.1422125	-53.6675608	5921748251704330624	265.1424086	15.4	-53.6676317	18.5	3	2	1998.524	25.4	7.1	-15.5	7.0	16.956	16.508				
265.142531888	-53.676868270	265.1425219	-53.6768603	5921748213055196288	265.1426331	14.0	-53.6769492	14.9	2	3	1998.521	14.4	3.5	-19.4	3.5	14.753	14.913	30.000	13.255	12.804	12.730
265.143312756	-53.680652532	265.1433036	-53.6806483	5921748213055197312	265.1434053	10.8	-53.6806953	11.6	3	5	1998.521	13.2	3.6	-10.3	4.3	16.194	16.599				
265.144250582	-53.659687765	265.1442467	-53.6596853	5921748251704372480	265.1442897	19.0	-53.6597128	17.3	2	9	1998.521	5.6	1.9	-6.0	1.8	14.648	14.864	30.000	13.144	12.721	12.632
265.144605420	-53.677177301	265.1446111	-53.6771581	5921748217344510848	265.1445481	15.4	-53.6773719	16.6	3	0	1998.523	-8.2	19.1	-46.8	21.6	16.742	17.500				
265.145840489	-53.682011113	265.1458122	-53.6820156	5921748217344453504	265.1461272	15.4	-53.6819656	16.6	2	2	1998.518	40.7	4.7	10.9	5.6	16.206	15.932	30.000	14.672	14.369	14.457
265.146275995	-53.665932584	265.1462744	-53.6659256	5921748247414939776	265.1462922	0.4	-53.6660033	0.6	2	8	1998.521	2.3	0.9	-17.0	0.9	11.354	11.601	11.230	9.729	9.203	9.052
265.146240273	-53.678814778	265.1462183	-53.6788133	5921748217344485760	265.1464631	16.0	-53.6788297	17.1	2	3	1998.522	31.7	3.6	-3.6	3.8	16.405	14.547	30.000	15.160	14.897	14.810
265.146631143	-53.670641382	265.1466292	-53.6706339	5921748247414940800	265.1466506	0.3	-53.6707172	0.4	2	8	1998.520	2.8	0.9	-18.2	0.9	12.009	12.303	11.960	10.409	9.881	9.804
265.146790851	-53.661939136	265.1467878	-53.6619317	5921748247414941568	265.1468219	0.3	-53.6620147	0.3	2	8	1998.521	4.4	0.8	-18.1	0.8	11.280	11.553	11.250	9.624	9.037	8.934
265.147238932	-53.680041590	265.1472442	-53.6800342	5921748213055203456	265.1471853	11.3	-53.6801167	12.2	2	3	1998.522	-7.6	8.1	-18.0	7.8	15.736	16.822	30.000	14.759	14.332	14.464
265.148311341	-53.679677451	265.1482989	-53.6796714	5921748217344464768	265.1484369	15.4	-53.6797386	16.6	3	0	1998.518	17.9	30.4	-14.7	30.4	16.354	16.737				
265.148501045	-53.683364071	265.1484975	-53.6833411	5921748217344427392	265.1485367	15.4	-53.6835964	16.6	2	1	1998.518	5.1	9.2	-55.8	9.1	16.580	16.633	30.000	15.272	14.457	14.442
265.148752448	-53.673387442	265.1487111	-53.6733683	5921748217344513024	265.1491708	15.4	-53.6735811	18.5	3	0	1998.518	59.5	30.4	-46.5	30.4	16.105	15.465				
265.149671770	-53.676270367	265.1496708	-53.6762581	5921748213055206272	265.1496814	10.4	-53.6763950	12.5	2	2	1998.523	1.4	5.1	-29.9	5.9	16.384	16.697	30.000	15.541	15.333	15.240
265.149684106	-53.667089780	265.1496675	-53.6670806	5921748251704298496	265.1498525	15.4	-53.6671828	16.6	3	1	1998.518	23.9	8.4	-22.3	8.5	16.111	16.288				
265.149940947	-53.664326300	265.1499352	-53.6643167	5921748247414945408	265.1499997	11.5	-53.6644239	12.4	2	4	1998.523	8.3	3.2	-23.4	3.2	15.540	16.378	30.000	14.714	14.332	14.234
265.149590767	-53.678153518	265.1495417	-53.6781550	5921748217344469760	265.1500872	15.4	-53.6781386	16.6	2	0	1998.518	70.6	21.5	3.6	21.5	16.039	15.168	30.000	14.400	14.446	14.208
265.150725201	-53.682539999	265.1507227	-53.6825328	5921748213055207808	265.1507506	13.0	-53.6826131	15.2	2	5	1998.519	3.6	1.6	-17.5	1.6	12.795	13.183	12.630	12.115	11.954	11.932
265.151629070	-53.671811052	265.1516272	-53.6718058	5921748251704253312	265.1516478	15.4	-53.6718644	18.5	3	3	1998.523	2.7	5.3	-12.8	4.8	16.103	16.803				
265.152124552	-53.674395439	265.1521258	-53.6743947	5921748251704222976	265.1521119	15.4	-53.6744031	18.5	3	2	1998.522	-1.8	7.2	-1.8	7.5	16.536	16.216				
265.152390679	-53.685310000	265.1523786	-53.6852989	5921748217344396288	265.1525131	15.4	-53.6854228	16.6	2	6	1998.520	17.4	3.5	-27.0	3.5	15.590	15.728	30.000	14.345	14.067	13.958
265.152689384	-53.678169982	265.1526864	-53.6781625	5921748213055209984	265.1527200	0.3	-53.6782458	0.4	2	8	1998.520	4.3	0.9	-18.2	0.9	12.340	12.649	30.000	11.006	10.577	10.515
265.152916233	-53.666767504	265.1529154	-53.6667594	5921748247414948736	265.1529247	0.4	-53.6668497	0.5	2	5	1998.519	1.2	1.2	-19.7	1.2	12.261	12.817	12.090	10.667	10.120	10.050
265.153416215	-53.681878364	265.1534133	-53.6818708	5921748213055210752	265.1534458	0.4	-53.6819550	0.4	2	9	1998.520	4.2	1.0	-18.4	1.0	12.168	12.554	11.770	10.625	10.056	9.983
265.153782222	-53.683838349	265.1537719	-53.6838308	5921748213055211008	265.1538875	14.0	-53.6839153	16.8	2	2	1998.523	14.9	6.8	-18.4	6.7	14.509	14.736	30.000	13.119	12.760	12.602
265.154149271	-53.663277465	265.1541640	-53.6632533	5921748251704299520	265.1539997	15.4	-53.6635219	16.7	3	1	1998.518	-21.2	12.6	-58.7	12.4	16.747	16.165				
265.154360982	-53.671918036	265.1543589	-53.6719108	5921748251704231808	265.1543825	15.4	-53.6719917	16.6	2	8	1998.520	3.0	2.1	-17.6	2.2	13.963	14.509	30.000	12.596	12.144	11.955
265.155215961	-53.672934739	265.1552397	-53.6729192	5921748251704220288	265.1549744	15.4	-53.6730925	16.6	2	3	1998.524	-34.3	5.0	-37.9	5.1	14.966	14.980	30.000	13.230	12.842	12.785
265.155065725	-53.669034564	265.1550622	-53.6690292	5921748247414950784	265.1551014	9.8	-53.6690892	10.6	2	1	1998.526	5.1	10.4	-13.1	10.4	16.362	15.807	30.000	16.118	15.726	16.082
265.155370198	-53.674276491	265.1553611	-53.6742667	5921748247414951808	265.1554622	10.2	-53.6743756	10.9	2	4	1998.519	13.1	4.1	-23.8	3.3	15.978	16.473	30.000	15.992	15.083	15.544
265.156166841	-53.683375999	265.1561658	-53.6833753	5921748213055214080	265.1561772	11.1	-53.6833833	11.8	2	2	1998.520	1.5	7.3	-1.7	9.3	16.306	16.795	30.000	16.303	16.152	13.506
265.157213601	-53.680603933	265.1572161	-53.6805953	5921748213055215744	265.1571886	13.9	-53.6806917	16.6	2	5	1998.520	-3.6	2.4	-21.0	2.4	14.502	15.005	30.000	13.214	12.785	12.634
265.157455723	-53.683795868	265.1574714	-53.6837819	5921748217344388736	265.1572964	15.6	-53.6839378	16.7	3	0	1998.521	-22.6	30.4	-34.0	30.4	17.096	20.000				
265.157336283	-53.665942134	265.1573342	-53.6659344	5921748247414954240	265.1573575	0.3	-53.6660203	0.3	2	5	1998.519	3.0	1.0	-18.8	1.0	10.902	11.132	30.000	9.121	8.580	8.433
265.157744044	-53.669586317	265.1577421	-53.6695792	5921748247414954880	265.1577636	9.3	-53.6696583	10.1	3	5	1998.519	2.8	1.3	-17.3	1.4	12.819	13.285				
265.157826388	-53.687824048	265.1578250	-53.6878169	5921748213055216768	265.1578406	10.2	-53.6878967	11.0	2	2	1998.521	2.0	7.1	-17.4	6.4	16.276	16.521	30.000	15.901	16.577	15.471
265.158157597	-53.678469700	265.1581781	-53.6784464	5921748217344405504	265.1579503	15.4	-53.6787056	18.6	2	3	1998.518	-29.5	3.6	-56.6	3.7	15.005	14.591	30.000	13.477	13.073	12.986
265.157943812	-53.673153623	265.1579369	-53.6731483	5921748251704203520	265.1580142	15.4	-53.6732078	16.6	3	0	1998.526	10.0	25.2	-13.0	15.8	16.277	17.500				
265.158760800	-53.686606143	265.1587497	-53.6866250	5921748217344370304	265.1588736	15.6	-53.6864147	16.7	3	4	1998.521	16.0	5.2	45.9	5.2	16.690	16.073				
265.158937412	-53.690281423	265.1588981	-53.6902953	5921748217344305792	265.1593361	22.3	-53.6901406	19.9	3	2	1998.522	56.7	8.9	33.8	8.5	16.813	16.540				
265.159742108	-53.688168981	265.1597564	-53.6881606	5921748217344348928	265.1595972	15.4	-53.6882542	16.6	3	5	1998.521	-20.6	3.7	-20.4	3.8	15.741	15.757				
265.159623778	-53.670128346	265.1595964	-53.6701239	5921748251704218880	265.1599006	15.4	-53.6701733	16.6	2	1	1998.518	39.4	13.0	-10.8	12.4	15.480	15.893	30.000	14.102	13.839	13.743
265.160589757	-53.666238306	265.1605808	-53.6662258	5921748247414958592	265.1606803	14.5	-53.6663650	15.6	2	2	1998.519	12.9	6.6	-30.4	6.0	14.702	15.476	30.000	13.336	12.912	11.887
265.161564247	-53.674208393	265.1615639	-53.6741897	5921748251704162560	265.1615681	15.6	-53.6743981	16.7	2	1	1998.521	0.5	9.1	-45.5	9.1	15.309	14.925	30.000	14.148	12.526	13.682
265.162047492	-53.667241028	265.1620477	-53.6672325	5921748247414960768	265.1620458	14.3	-53.6673278	15.5	2	2	1998.524	-0.3	6.8	-20.8	8.0	14.268	15.182	30.000	12.978	12.502	12.419
265.162085912	-53.682617022	265.1620839	-53.6826086	5921748213055222528	265.1621067	0.3	-53.6827025	0.4	2	4	1998.521	2.9	1.5	-20.5	1.5	10.429	10.639	10.420	8.592	7.996	7.850
265.162089192	-53.679228735	265.1620851	-53.6792236	5921748247414961024	265.1621306	1.9	-53.6792806	2.0	2	4	1998.521	5.9	1.6	-12.5	1.6	11.783	12.026	11.550	10.057	9.512	9.403
265.162539515	-53.670054920	265.1625400	-53.6700458	5921748247414961536	265.1625344	22.9	-53.6701472	24.7	2	4	1998.521	-0.7	2.3	-22.2	2.3	12.776	13.244	12.440	12.049	11.865	11.803
265.163208490	-53.677038440	265.1632236	-53.6770361	5921748251704142848	265.1630550	15.4	-53.6770622	16.6	3	2	1998.522	-21.8	6.1	-5.7	5.8	14.920	14.547				
265.163246050	-53.674375508	265.1632439	-53.6743661	5921748251704160768	265.1632675	15.4	-53.6744711	16.6	2	4	1998.521	3.1	5.2	-22.9	4.8	14.470	15.423	30.000	13.090	12.606	12.534
265.163983508	-53.667654969	265.1639806	-53.6676514	5921748247414962944	265.1640131	9.2	-53.6676911	9.9	2	2	1998.523	4.2	3.0	-8.7	2.7	13.568	14.577	30.000	12.194	11.720	11.621
265.164838566	-53.673258344	265.1648517	-53.6732194	5921748251704163456	265.1647058	15.4	-53.6736525	16.6	2	1	1998.518	-18.9	9.9	-94.6	9.8	14.938	14.927	30.000	13.198	12.836	12.708
265.165505373	-53.671756986	265.1655003	-53.6717497	5921748247414964992	265.1655567	21.2	-53.6718306	22.7	2	2	1998.518	7.3	5.4	-17.7	6.0	13.497	14.277	30.000	13.079	13.102	13.054
265.104071193	-53.672248761	265.1040705	-53.6722456	5921748384853844608	265.1040783	23.9	-53.6722808	21.8	3	4	1998.522	1.0	3.1	-7.7	2.9	15.618	15.862				
265.104304590	-53.668277016	265.1043147	-53.6682700	5921748384853844864	265.1042017	12.5	-53.6683483	13.4	2	5	1998.523	-14.6	2.6	-17.1	2.5	15.436	15.529	30.000	13.933	13.589	13.554
265.104520645	-53.681212903	265.1045212	-53.6812081	5921748354783627136	265.1045153	15.4	-53.6812614	16.6	2	4	1998.522	-0.8	3.1	-11.7	3.1	16.062	15.962	30.000	14.686	14.400	14.380
265.104573165	-53.678578137	265.1045594	-53.6785597	5921748389143384320	265.1047128	15.4	-53.6787656	16.6	3	3	1998.525	19.9	4.2	-45.0	4.2	16.708	15.594				
265.106060129	-53.685794792	265.1060672	-53.6857842	5921748350494107776	265.1059883	11.4	-53.6859022	12.2	2	3	1998.522	-10.2	3.9	-25.8	3.8	15.965	15.964	30.000	14.778	14.439	14.321
265.106520469	-53.675007591	265.1065186	-53.6750014	5921748384853846912	265.1065397	10.5	-53.6750706	11.4	3	2	1998.524	2.7	6.3	-15.1	6.7	16.312	17.054				
265.107014893	-53.680760773	265.1070142	-53.6807517	5921748350494109440	265.1070217	11.0	-53.6808531	11.8	2	2	1998.522	1.0	7.5	-22.1	7.9	16.227	16.734	30.000	15.057	14.759	14.676
265.105285428	-53.660607021	265.1052864	-53.6605983	5921748487933060736	265.1052758	12.2	-53.6606953	13.1	2	2	1998.519	-1.4	4.1	-21.2	4.0	15.517	16.055	30.000	14.141	13.776	13.759
265.106561550	-53.665699866	265.1065594	-53.6656928	5921748487933062272	265.1065831	19.2	-53.6657714	17.4	2	6	1998.521	3.1	1.7	-17.2	1.6	13.898	14.323	30.000	12.438	11.958	11.858
265.107929203	-53.660478643	265.1079274	-53.6604717	5921748487933063552	265.1079475	21.2	-53.6605489	22.8	2	6	1998.521	2.6	1.6	-16.9	1.7	12.864	13.236	12.800	11.294	10.802	10.689
265.108123814	-53.663531708	265.1081225	-53.6635322	5921748487933063808	265.1081369	11.0	-53.6635264	11.8	2	2	1998.525	1.9	7.9	1.2	7.1	16.329	16.828	30.000	15.070	14.814	14.717
265.108555980	-53.665357366	265.1085539	-53.6653503	5921748487933063936	265.1085767	16.4	-53.6654292	17.7	2	7	1998.521	3.0	1.5	-17.2	1.5	13.568	14.026	30.000	12.096	11.630	11.500
265.109914077	-53.654359112	265.1099102	-53.6543658	5921748522292803328	265.1099539	10.4	-53.6542914	11.2	2	1	1998.523	5.6	16.6	16.3	16.6	16.676	17.305	30.000	15.640	15.445	15.217
265.223242238	-53.675747796	265.2232701	-53.6757425	5921750931777635456	265.2229592	19.0	-53.6758017	17.3	3	2	1998.522	-40.2	8.1	-12.9	8.6	16.337	16.953				
265.224419101	-53.671070744	265.2244164	-53.6710650	5921750927474635648	265.2244464	13.6	-53.6711289	12.5	2	2	1998.523	3.9	5.6	-14.0	5.2	16.351	16.560	30.000	15.316	14.452	14.253
265.224551178	-53.677820193	265.2245500	-53.6778069	5921750931777651328	265.2245633	19.1	-53.6779550	17.4	2	2	1998.523	1.7	7.7	-32.4	7.6	16.774	16.549	30.000	15.185	15.002	14.913
265.225372926	-53.680901499	265.2253644	-53.6808953	5921750931777691520	265.2254597	35.1	-53.6809644	41.1	3	2	1998.522	12.3	9.1	-15.1	7.8	16.678	16.795				
265.226233382	-53.677020603	265.2262286	-53.6770158	5921750927474637312	265.2262819	14.1	-53.6770694	12.9	2	4	1998.522	6.9	3.8	-11.7	3.9	15.759	16.331	30.000	14.650	14.323	14.259
265.228265928	-53.672177817	265.2282538	-53.6721756	5921750931777553792	265.2283889	19.0	-53.6722000	17.3	2	4	1998.522	17.5	3.1	-5.4	3.0	15.594	16.022	30.000	13.820	13.368	13.208
265.228637953	-53.694483650	265.2286383	-53.6944772	5921750897418128128	265.2286344	19.0	-53.6945492	17.3	2	5	1998.521	-0.5	2.4	-15.7	2.3	15.131	15.622	30.000	13.747	13.253	13.239
265.229133424	-53.693566873	265.2291294	-53.6935603	5921750893114901504	265.2291744	26.2	-53.6936333	30.7	2	1	1998.521	5.8	9.4	-16.0	8.6	16.068	16.891	30.000	15.106	13.675	13.696
265.229286245	-53.690445575	265.2292683	-53.6904322	5921750897418066944	265.2294686	19.0	-53.6905811	17.3	2	4	1998.523	25.9	2.6	-32.6	2.6	16.070	14.387	30.000	14.590	14.455	14.364
265.230190815	-53.677470091	265.2301913	-53.6774611	5921750927474640768	265.2301858	13.2	-53.6775611	12.1	2	4	1998.522	-0.7	4.5	-21.9	4.5	16.085	16.464	30.000	15.253	14.868	14.945
265.231866465	-53.681440218	265.2318639	-53.6814325	5921750927474642432	265.2318925	22.9	-53.6815186	20.9	2	6	1998.522	3.7	1.7	-18.8	1.6	13.573	14.069	30.000	12.054	11.606	11.507
265.231871841	-53.688854688	265.2318681	-53.6888464	5921750893114904192	265.2319100	14.0	-53.6889386	12.8	2	4	1998.523	5.4	3.7	-20.2	3.6	15.800	16.383	30.000	14.721	14.416	14.332
265.233191348	-53.678939982	265.2331883	-53.6789319	5921750927474643712	265.2332225	22.6	-53.6790222	20.7	2	6	1998.523	4.4	1.8	-19.7	1.7	13.727	14.220	30.000	12.148	11.712	11.596
265.233998648	-53.676124544	265.2339956	-53.6761172	5921750927474644992	265.2340297	24.9	-53.6761992	22.7	2	7	1998.523	4.4	1.8	-17.9	1.8	13.658	14.157	13.560	13.309	13.319	13.329
