_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	SrcIDgaia	RAgaia	e_RAgaia	DEgaia	e_DEgaia	Org	Nu	EPucac	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	f.mag	Rmag	Jmag	Hmag	Kmag
265.208436493	-53.688614937	265.2084308	-53.6886047	5921745223758047360	265.2084944	12.1	-53.6887189	13.1	2	4	1998.520	8.2	2.9	-24.9	2.9	15.522	15.858	30.000	14.237	13.907	13.740
265.208823087	-53.705726232	265.2088192	-53.7057197	5921745189398083712	265.2088622	14.2	-53.7057928	13.0	2	4	1998.521	5.6	3.2	-15.9	3.3	15.803	16.144	30.000	14.644	14.329	14.169
265.208863437	-53.707613882	265.2088581	-53.7076058	5921745193686933376	265.2089178	15.4	-53.7076958	16.6	3	1	1998.523	7.7	9.8	-19.7	9.9	16.767	16.346				
265.209089795	-53.699011287	265.2090828	-53.6990028	5921745228046729472	265.2091611	19.0	-53.6990972	17.3	2	2	1998.524	10.1	7.3	-20.7	7.3	16.570	16.912	30.000	15.685	14.635	15.178
265.209489234	-53.689508962	265.2094857	-53.6895033	5921745223758048768	265.2095247	11.4	-53.6895667	12.4	2	3	1998.523	5.1	4.6	-13.8	4.5	15.759	16.383	30.000	14.707	14.432	14.269
265.212521840	-53.699712875	265.2125208	-53.6997075	5921745223758052096	265.2125322	13.8	-53.6997678	23.1	2	4	1998.523	1.5	3.0	-13.1	3.3	15.421	16.113	30.000	14.111	13.749	13.711
265.214015819	-53.695509205	265.2140197	-53.6955058	5921745228046725888	265.2139764	15.4	-53.6955436	16.6	3	1	1998.523	-5.6	9.1	-8.3	9.0	16.864	16.952				
265.214311967	-53.701595244	265.2143103	-53.7015825	5921745223757824128	265.2143286	10.8	-53.7017244	11.6	2	3	1998.520	2.4	6.8	-31.0	6.9	16.239	16.900	30.000	15.217	15.157	14.917
265.215865524	-53.700313835	265.2158692	-53.7003117	5921745223757825664	265.2158281	21.6	-53.7003356	23.4	2	7	1998.522	-5.3	1.9	-5.2	1.9	13.374	13.832	30.000	11.708	11.234	11.099
265.216064459	-53.691854013	265.2160400	-53.6918431	5921745228046744576	265.2163131	15.4	-53.6919644	16.7	2	0	1998.523	35.3	12.4	-26.6	13.3	15.945	16.786	30.000	14.923	13.621	14.526
265.216688939	-53.703196630	265.2167017	-53.7031908	5921745228046666752	265.2165594	15.6	-53.7032558	16.7	3	2	1998.522	-18.4	7.8	-14.2	7.9	16.738	16.158				
265.217153739	-53.704687822	265.2171673	-53.7046814	5921745189398088064	265.2170164	10.6	-53.7047525	11.4	2	0	1998.518	-19.5	30.3	-15.6	30.4	16.466	16.614	30.000	15.452	15.198	15.102
265.217587667	-53.700656703	265.2175894	-53.7006478	5921745228046679168	265.2175700	15.4	-53.7007469	16.6	2	6	1998.523	-2.5	1.7	-21.7	1.8	13.605	14.044	30.000	12.029	11.574	11.489
265.218954488	-53.693786344	265.2189592	-53.6937822	5921745223758060032	265.2189067	11.3	-53.6938286	12.2	2	1	1998.523	-6.8	7.7	-10.1	7.6	16.308	16.472	30.000	14.925	14.441	14.292
265.114855381	-53.696583413	265.1148793	-53.6965625	5921747766378565120	265.1146128	10.6	-53.6967950	11.3	2	1	1998.518	-34.4	9.3	-50.8	6.1	16.977	16.500	30.000	16.059	15.686	14.718
265.127363749	-53.703134300	265.1273625	-53.7031267	5921747766378420480	265.1273767	36.6	-53.7032114	39.4	2	8	1998.521	1.8	2.4	-18.5	2.6	13.222	13.640	11.040	11.720	11.221	11.163
265.129147519	-53.704451031	265.1291453	-53.7044475	5921747766378421376	265.1291703	11.9	-53.7044869	12.7	2	2	1998.522	3.2	5.2	-8.6	5.7	15.937	16.384	30.000	14.410	14.259	14.141
265.136171330	-53.706159013	265.1361653	-53.7061497	5921747697658947584	265.1362325	11.1	-53.7062539	11.8	3	4	1998.523	8.7	5.4	-22.7	5.5	16.357	16.962				
265.138065591	-53.709777954	265.1380633	-53.7097706	5921747697658948480	265.1380889	19.9	-53.7098525	21.4	2	9	1998.521	3.3	1.5	-17.9	1.6	13.417	13.825	13.320	13.000	13.009	12.926
265.150949061	-53.713176681	265.1509492	-53.7131683	5921747701948083584	265.1509478	15.4	-53.7132614	16.6	2	5	1998.521	-0.2	2.4	-20.4	2.5	15.169	15.666	30.000	13.737	13.335	13.326
265.107908722	-53.677959854	265.1079108	-53.6779489	5921748182984946432	265.1078878	15.4	-53.6780708	16.6	2	3	1998.523	-3.0	4.5	-26.7	4.4	16.346	16.410	30.000	15.096	14.744	14.724
265.109600583	-53.681088675	265.1095933	-53.6810775	5921748178695419392	265.1096742	10.4	-53.6812022	11.2	2	1	1998.521	10.5	7.0	-27.2	5.7	16.491	15.871	30.000	15.569	15.166	15.250
265.109882900	-53.691990432	265.1098856	-53.6919842	5921748144335681152	265.1098553	11.1	-53.6920536	11.8	2	2	1998.524	-3.9	9.9	-15.2	9.7	16.713	17.313	30.000	15.170	14.702	14.648
265.110144325	-53.685554972	265.1101489	-53.6855475	5921748144335681536	265.1100978	11.1	-53.6856308	12.0	2	3	1998.522	-6.6	4.8	-18.2	4.2	15.971	16.326	30.000	14.929	14.583	14.548
265.110565824	-53.678386703	265.1105717	-53.6783883	5921748178695420544	265.1105064	10.7	-53.6783706	11.6	2	2	1998.526	-8.5	6.0	3.9	6.0	16.556	15.967	30.000	15.269	14.898	14.926
265.110736400	-53.683317426	265.1107153	-53.6833214	5921748148625155968	265.1109511	15.4	-53.6832769	16.6	2	2	1998.525	30.5	8.2	9.7	7.6	16.812	17.184	30.000	15.355	14.551	15.035
265.111503927	-53.670485440	265.1114990	-53.6704736	5921748182984974592	265.1115539	15.4	-53.6706056	16.6	2	4	1998.520	7.1	2.8	-28.8	2.9	15.566	15.613	30.000	14.115	13.810	13.478
265.111925727	-53.675528305	265.1119267	-53.6755253	5921748182984944256	265.1119158	15.4	-53.6755589	16.6	2	1	1998.518	-1.4	10.9	-7.3	10.6	16.851	16.643	30.000	15.291	14.054	14.071
265.111997195	-53.673262908	265.1119947	-53.6732556	5921748178695422464	265.1120225	0.4	-53.6733369	0.4	2	7	1998.522	3.6	0.8	-17.8	0.8	12.065	12.466	12.040	10.453	9.914	9.820
265.112171708	-53.691277914	265.1121581	-53.6912722	5921748144335684352	265.1123094	11.1	-53.6913358	12.0	2	2	1998.520	19.6	6.3	-13.9	6.4	16.277	16.496	30.000	15.166	14.759	14.362
265.112717206	-53.689986784	265.1127397	-53.6899844	5921748144335684992	265.1124894	12.1	-53.6900111	13.0	2	3	1998.520	-32.4	3.2	-5.8	3.2	15.675	15.590	15.260	14.115	13.854	13.922
265.113167579	-53.685651567	265.1131761	-53.6856361	5921748144335685248	265.1130814	10.3	-53.6858086	11.1	2	1	1998.523	-12.3	11.0	-37.7	11.0	16.582	16.778	30.000	15.614	15.448	15.365
265.113351070	-53.670932932	265.1133492	-53.6709125	5921748178695423872	265.1133700	10.9	-53.6711403	11.7	2	1	1998.523	2.7	9.5	-49.8	9.4	16.630	16.386	30.000	15.617	15.387	14.269
265.113581562	-53.681704203	265.1135792	-53.6816947	5921748178695424000	265.1136056	11.6	-53.6818003	13.9	2	3	1998.519	3.4	3.8	-23.1	3.5	15.760	16.188	30.000	14.590	14.199	14.131
265.114916590	-53.687396746	265.1149127	-53.6873958	5921748144335687424	265.1149561	10.7	-53.6874064	11.5	2	2	1998.519	5.6	6.4	-2.3	6.6	16.313	16.666	30.000	15.317	15.054	14.961
265.115025482	-53.678919767	265.1150295	-53.6789139	5921748182984905600	265.1149847	15.4	-53.6789794	16.6	3	1	1998.523	-5.8	13.2	-14.3	11.7	16.601	16.904				
265.114810945	-53.675208966	265.1147914	-53.6752033	5921748178695425664	265.1150094	43.2	-53.6752664	46.6	2	2	1998.522	28.2	6.3	-13.8	6.4	16.585	16.354	30.000	15.430	15.189	14.978
265.116063170	-53.679998026	265.1160622	-53.6799908	5921748178695426816	265.1160731	14.4	-53.6800711	15.5	2	8	1998.522	1.4	1.5	-17.6	1.5	14.337	14.876	30.000	12.948	12.458	12.380
265.116515724	-53.677883317	265.1165261	-53.6778725	5921748178695427584	265.1164100	10.9	-53.6779933	11.7	2	2	1998.525	-15.0	9.1	-26.4	6.3	16.639	17.058	30.000	15.144	14.868	14.795
265.117451985	-53.691969436	265.1174694	-53.6919514	5921748144335690368	265.1172753	10.5	-53.6921525	11.3	2	0	1998.521	-25.1	30.4	-43.9	30.4	17.499	16.271	30.000	15.602	15.458	15.134
265.117353290	-53.686996098	265.1173519	-53.6870131	5921748148625099008	265.1173672	15.6	-53.6868242	16.7	3	1	1998.518	2.0	14.2	41.3	14.9	17.115	16.062				
265.117668416	-53.677149702	265.1176689	-53.6771531	5921748182984904192	265.1176633	15.4	-53.6771153	16.6	3	1	1998.526	-0.7	15.0	8.3	13.6	17.070	16.899				
265.118378546	-53.676161208	265.1183757	-53.6761550	5921748178695429376	265.1184069	13.2	-53.6762242	14.2	2	6	1998.520	4.1	1.9	-15.1	1.9	14.915	15.404	30.000	13.544	13.051	13.023
265.118740067	-53.683864731	265.1187375	-53.6838575	5921748178695430144	265.1187658	0.3	-53.6839381	0.4	2	9	1998.521	3.7	0.8	-17.6	0.8	12.138	12.459	12.110	10.557	10.025	9.916
265.119920009	-53.697736892	265.1199481	-53.6977033	5921748148624996608	265.1196353	15.6	-53.6980769	16.7	2	1	1998.518	-40.4	6.2	-81.6	6.5	16.507	13.924	30.000	15.146	14.785	12.957
265.119877284	-53.680818163	265.1198897	-53.6808150	5921748178695431168	265.1197511	11.4	-53.6808503	12.3	2	3	1998.521	-17.9	5.1	-7.7	5.1	16.712	16.303	30.000	14.923	14.574	14.118
265.120805947	-53.693084032	265.1208090	-53.6930828	5921748144335693184	265.1207747	31.8	-53.6930967	34.3	3	0	1998.521	-4.4	19.2	-3.0	16.5	16.419	16.965				
265.120697671	-53.677281497	265.1206881	-53.6772725	5921748178695431424	265.1207944	10.9	-53.6773725	11.8	2	5	1998.521	13.8	4.1	-21.9	4.2	16.098	15.984	30.000	15.257	14.887	14.587
265.121153123	-53.684967304	265.1211534	-53.6849664	5921748182984833280	265.1211503	15.4	-53.6849767	16.6	2	5	1998.521	-0.4	3.1	-2.2	3.1	15.735	16.296	30.000	13.938	13.320	13.188
265.121327221	-53.674468153	265.1213363	-53.6744583	5921748178695432576	265.1212350	11.0	-53.6745681	11.8	2	3	1998.522	-13.1	5.2	-24.0	5.1	16.348	16.643	30.000	15.070	14.737	14.662
265.121671839	-53.694174758	265.1216717	-53.6941667	5921748144335694592	265.1216731	10.9	-53.6942567	11.8	2	2	1998.520	0.2	6.7	-19.6	6.4	16.025	16.421	30.000	14.996	14.676	14.855
265.121792763	-53.691941109	265.1217886	-53.6919347	5921748144335695104	265.1218347	11.3	-53.6920061	12.0	2	4	1998.521	6.0	4.6	-15.6	3.9	15.995	16.752	30.000	14.922	14.673	14.571
265.123192718	-53.675795108	265.1231869	-53.6757892	5921748178695435392	265.1232517	10.7	-53.6758547	11.5	2	3	1998.523	8.4	6.7	-14.4	6.8	16.590	16.718	30.000	15.486	15.169	14.833
265.123306715	-53.687484585	265.1233072	-53.6874772	5921748178695435136	265.1233019	10.7	-53.6875597	11.5	2	2	1998.523	-0.7	7.3	-18.0	7.3	16.383	17.190	30.000	15.324	15.148	14.961
265.123369692	-53.676987015	265.1233656	-53.6769781	5921748178695435520	265.1234111	11.0	-53.6770775	11.8	2	5	1998.521	5.9	3.7	-21.7	3.6	16.040	16.375	30.000	15.039	14.599	14.746
265.124147119	-53.689126208	265.1241492	-53.6891244	5921748144335697920	265.1241258	18.5	-53.6891447	19.9	2	9	1998.521	-3.0	1.6	-4.4	1.6	13.773	14.227	30.000	12.769	12.512	12.465
265.124460327	-53.685837121	265.1244764	-53.6858347	5921748178695436416	265.1242975	13.9	-53.6858617	12.6	2	1	1998.523	-23.2	7.9	-5.9	7.9	16.128	15.959	30.000	14.429	14.037	14.846
265.124697259	-53.686648283	265.1246983	-53.6866406	5921748178695437312	265.1246867	11.3	-53.6867264	12.2	2	1	1998.521	-1.5	10.4	-18.7	11.3	16.069	17.092	30.000	14.663	14.388	14.580
265.125388092	-53.690935672	265.1253883	-53.6909344	5921748148625024640	265.1253858	15.4	-53.6909486	16.6	3	0	1998.523	-0.3	30.4	-3.1	30.4	16.883	15.625				
265.125497441	-53.690025814	265.1254989	-53.6900217	5921748148625032448	265.1254828	0.9	-53.6900675	1.0	2	2	1998.519	-2.1	4.1	-10.0	4.7	15.545	16.003	30.000	14.112	13.762	13.740
265.125572819	-53.697580585	265.1255767	-53.6975764	5921748144335699840	265.1255331	12.9	-53.6976228	11.8	2	0	1998.523	-5.6	9.8	-10.2	22.5	16.860	17.500	30.000	15.715	15.381	14.958
265.125617157	-53.693864175	265.1256139	-53.6938556	5921748144335700224	265.1256506	42.8	-53.6939514	46.2	2	4	1998.523	4.7	5.1	-20.9	5.3	16.190	16.644	14.560	15.231	15.041	14.805
265.125821105	-53.685349921	265.1258161	-53.6853414	5921748182984808704	265.1258719	15.4	-53.6854361	16.6	3	1	1998.518	7.2	8.4	-20.7	8.5	16.393	16.857				
265.126236951	-53.682141557	265.1262294	-53.6821361	5921748178695439488	265.1263139	11.0	-53.6821969	11.9	2	4	1998.523	10.9	5.2	-13.3	5.2	16.157	16.668	30.000	15.039	14.644	14.650
265.127231386	-53.697792655	265.1272275	-53.6977883	5921748144335702272	265.1272706	13.8	-53.6978369	12.6	2	4	1998.521	5.6	5.0	-10.6	5.0	16.161	16.705	30.000	15.029	14.580	14.288
265.127557341	-53.683626229	265.1275615	-53.6836181	5921748182984802944	265.1275147	19.0	-53.6837086	17.3	3	0	1998.522	-6.0	13.5	-19.8	11.6	16.525	17.458				
265.128694380	-53.696857575	265.1286829	-53.6968439	5921748144335703936	265.1288111	10.7	-53.6969967	11.5	2	1	1998.526	16.6	3.0	-33.4	3.8	16.589	13.262	30.000	15.352	15.044	14.955
265.129803263	-53.681886877	265.1298025	-53.6818794	5921748178695443328	265.1298106	16.7	-53.6819625	18.0	2	9	1998.521	1.1	1.4	-18.2	1.4	13.498	13.942	30.000	12.016	11.525	11.422
265.130648601	-53.690028071	265.1306461	-53.6900161	5921748182984740096	265.1306742	15.4	-53.6901492	16.6	2	4	1998.519	3.6	4.3	-29.1	4.3	16.210	16.009	30.000	15.007	14.898	14.733
265.131315217	-53.693587217	265.1313173	-53.6935792	5921748144335706496	265.1312942	10.9	-53.6936686	11.7	2	5	1998.520	-3.0	4.0	-19.5	3.5	16.125	16.806	30.000	15.086	14.868	14.875
265.131927748	-53.679976127	265.1319058	-53.6799997	5921748178695445504	265.1321500	10.7	-53.6797375	11.5	2	2	1998.519	31.6	5.9	57.3	6.0	16.765	16.001	30.000	15.269	15.086	15.013
265.133007730	-53.698256164	265.1330053	-53.6982486	5921748144335708544	265.1330325	0.3	-53.6983331	0.4	2	8	1998.520	3.5	0.8	-18.4	0.8	12.344	12.698	12.320	10.777	10.246	10.152
265.133471820	-53.683032783	265.1335014	-53.6830231	5921748182984785024	265.1331711	15.4	-53.6831308	16.6	2	2	1998.523	-42.7	6.5	-23.6	6.5	16.766	16.014	30.000	14.701	14.256	14.182
265.133621970	-53.686297948	265.1336517	-53.6862742	5921748178695447040	265.1333194	10.7	-53.6865394	12.9	2	1	1998.526	-43.0	6.6	-58.0	5.8	16.227	16.224	30.000	15.259	14.673	15.003
265.134730397	-53.679971921	265.1347225	-53.6799631	5921748178695448576	265.1348106	10.6	-53.6800614	11.4	2	2	1998.523	11.4	9.7	-21.5	7.2	16.508	16.814	30.000	15.919	15.407	14.606
265.134904235	-53.687497908	265.1349086	-53.6874856	5921748178695449088	265.1348600	10.5	-53.6876228	11.3	2	1	1998.523	-6.3	10.8	-30.0	10.9	16.725	16.754	30.000	15.487	15.019	15.179
265.135390994	-53.697066316	265.1353858	-53.6970550	5921748075616234112	265.1354439	11.9	-53.6971814	12.8	2	2	1998.524	7.5	4.8	-27.6	4.7	16.554	16.338	30.000	15.208	13.256	13.034
265.136667168	-53.686584734	265.1366628	-53.6865764	5921748109975974912	265.1367117	11.0	-53.6866692	11.9	2	4	1998.522	6.3	4.4	-20.3	4.4	16.145	16.649	30.000	15.086	14.827	14.621
265.136657404	-53.690066036	265.1366411	-53.6900586	5921748109975974656	265.1368228	11.1	-53.6901414	12.0	2	3	1998.521	23.5	5.5	-18.1	5.4	16.103	16.606	30.000	14.967	14.833	14.503
265.137755649	-53.684522620	265.1377544	-53.6845158	5921748109975976064	265.1377681	19.4	-53.6845919	20.9	2	9	1998.521	1.8	1.5	-16.6	1.6	13.483	14.034	13.260	12.973	12.747	12.878
265.138093464	-53.700292803	265.1381058	-53.7002775	5921748075616070656	265.1379681	11.2	-53.7004483	12.1	2	3	1998.523	-17.8	5.6	-37.3	5.8	16.500	16.255	30.000	15.166	14.132	14.188
265.138548175	-53.693979672	265.1385497	-53.6939683	5921748114265182464	265.1385328	15.6	-53.6940950	16.7	2	2	1998.522	-2.2	5.9	-27.7	5.7	16.378	16.299	30.000	15.192	15.003	14.897
265.139915117	-53.683029310	265.1399204	-53.6830233	5921748114265271296	265.1398614	15.4	-53.6830903	16.6	3	0	1998.518	-7.6	23.3	-14.6	23.7	16.216	16.780				
265.139899063	-53.699305347	265.1398983	-53.6992975	5921748079905412480	265.1399064	15.4	-53.6993850	16.6	2	5	1998.521	1.1	3.4	-19.1	3.3	15.344	15.803	30.000	13.907	13.605	13.561
265.140317133	-53.702597195	265.1403294	-53.7025958	5921748079905353856	265.1401925	19.0	-53.7026114	17.4	2	5	1998.523	-17.7	3.2	-3.4	3.2	16.644	15.785	13.810	15.147	14.711	15.035
265.141043702	-53.683721036	265.1410428	-53.6837136	5921748109975980032	265.1410528	17.3	-53.6837964	18.7	2	7	1998.521	1.3	1.6	-18.1	1.6	13.261	13.707	30.000	11.739	11.260	11.214
265.141306120	-53.689267272	265.1413039	-53.6892600	5921748109975980416	265.1413286	0.3	-53.6893408	0.3	2	8	1998.521	3.2	0.8	-17.7	0.8	11.614	11.901	11.610	9.971	9.402	9.310
265.142372744	-53.704801219	265.1423656	-53.7048036	5921748079905331968	265.1424450	15.6	-53.7047772	16.7	2	2	1998.522	10.3	6.1	5.8	6.2	16.636	15.934	30.000	14.884	14.701	14.490
265.142482522	-53.696706268	265.1424828	-53.6967008	5921748079905422336	265.1424800	15.6	-53.6967619	16.7	3	4	1998.520	-0.4	3.0	-13.3	2.9	15.866	16.032				
265.143277790	-53.694314646	265.1432400	-53.6943183	5921748109975982336	265.1436614	10.8	-53.6942775	11.5	2	3	1998.522	54.5	4.0	8.9	4.2	16.489	14.715	30.000	15.400	14.701	15.035
265.143771664	-53.699028338	265.1437700	-53.6990214	5921748075616244736	265.1437889	13.1	-53.6990986	14.2	2	5	1998.522	2.4	1.9	-16.9	1.9	14.968	15.443	30.000	13.567	13.192	13.105
265.144596172	-53.697410023	265.1445934	-53.6974019	5921748075616245632	265.1446242	11.3	-53.6974922	12.2	2	3	1998.523	4.0	6.5	-19.8	6.5	16.365	17.091	30.000	15.628	15.176	13.506
265.144792798	-53.700374187	265.1447903	-53.7003686	5921748075616072704	265.1448183	11.1	-53.7004311	11.8	2	3	1998.521	3.6	6.6	-13.6	6.8	16.233	16.648	30.000	15.102	14.858	14.814
265.145082200	-53.687323447	265.1450822	-53.6873156	5921748109975984640	265.1450819	15.0	-53.6874031	16.1	2	9	1998.521	0.0	1.5	-19.1	1.5	14.146	14.546	30.000	12.666	12.192	12.147
265.145065717	-53.707354556	265.1450619	-53.7073456	5921748079919770496	265.1451047	19.0	-53.7074453	17.3	3	3	1998.521	5.5	6.0	-21.8	4.7	16.241	16.836				
265.145877267	-53.691662301	265.1458672	-53.6916556	5921748109975985792	265.1459794	10.6	-53.6917303	11.4	2	4	1998.520	14.5	3.8	-16.3	3.9	15.985	16.397	30.000	15.375	14.932	15.102
265.146470585	-53.695990271	265.1464847	-53.6959906	5921748114265145088	265.1463275	15.4	-53.6959867	16.6	2	0	1998.518	-20.3	30.4	0.8	30.4	16.860	17.036	30.000	15.131	13.368	13.300
265.146478347	-53.697068364	265.1464764	-53.6970661	5921748109975986816	265.1464978	13.5	-53.6970911	14.5	2	3	1998.518	2.8	4.3	-5.5	4.1	14.939	15.394	30.000	13.374	12.980	12.929
265.146586899	-53.698945329	265.1465853	-53.6989422	5921748075616249088	265.1466033	11.1	-53.6989769	11.9	2	1	1998.518	2.3	10.6	-7.6	10.9	15.953	16.293	30.000	15.086	14.798	14.704
265.146720800	-53.689876717	265.1467226	-53.6898711	5921748109975987840	265.1467028	13.3	-53.6899339	12.1	2	4	1998.524	-2.6	3.5	-13.7	3.6	16.059	15.586	30.000	15.074	14.965	14.967
265.147790243	-53.685987408	265.1477994	-53.6859856	5921748114265201024	265.1476972	15.4	-53.6860058	16.6	3	5	1998.521	-13.2	4.1	-4.4	4.1	16.144	16.009				
265.148051485	-53.705296774	265.1480347	-53.7052939	5921748075616074624	265.1482217	11.0	-53.7053261	11.9	2	2	1998.522	24.2	5.6	-7.0	5.7	16.241	16.310	30.000	15.013	14.820	14.622
265.149636003	-53.692579551	265.1496178	-53.6925647	5921748114265145856	265.1498203	15.4	-53.6927303	16.6	2	0	1998.519	26.2	21.5	-36.1	21.5	16.369	17.143	30.000	15.220	13.728	13.791
265.149909593	-53.704230816	265.1498711	-53.7042364	5921748075616075648	265.1503000	11.5	-53.7041742	12.4	2	2	1998.522	55.5	4.8	13.6	4.9	16.786	15.166	30.000	14.615	14.340	14.323
265.150385093	-53.691281778	265.1503742	-53.6912697	5921748109975992320	265.1504956	12.9	-53.6914044	13.8	2	4	1998.521	15.7	2.6	-29.4	2.6	15.231	15.470	30.000	13.746	13.368	13.438
265.150704931	-53.701821143	265.1507016	-53.7018142	5921748075616076160	265.1507389	12.9	-53.7018914	13.9	2	5	1998.521	4.8	1.8	-16.9	1.9	15.014	15.481	15.270	13.721	13.210	13.277
265.150661929	-53.690207065	265.1506453	-53.6901925	5921748114279432704	265.1508311	19.0	-53.6903550	17.3	3	0	1998.523	24.0	30.4	-35.5	30.4	16.411	16.112				
265.150851104	-53.696428454	265.1508493	-53.6964211	5921748109975992960	265.1508692	0.3	-53.6965033	0.3	2	9	1998.521	2.6	0.9	-17.9	0.9	10.975	11.200	10.730	9.058	8.483	8.484
265.150941988	-53.695603633	265.1509397	-53.6955969	5921748109975992832	265.1509656	0.4	-53.6956719	0.7	3	7	1998.522	3.3	1.0	-16.4	1.0	12.095	12.376				
265.151216469	-53.687377265	265.1512275	-53.6873619	5921748114265175552	265.1511044	15.4	-53.6875333	16.7	2	5	1998.521	-15.9	2.2	-37.4	2.2	15.428	15.403	30.000	14.253	14.022	13.961
265.151422671	-53.692922700	265.1514047	-53.6928992	5921748114265141632	265.1516050	15.5	-53.6931611	18.6	3	1	1998.521	25.9	9.3	-57.2	9.3	16.800	16.914				
265.151559767	-53.709287329	265.1515547	-53.7092794	5921748075616076544	265.1516108	11.5	-53.7093678	12.4	2	5	1998.521	7.3	4.1	-19.3	4.0	15.797	16.435	30.000	14.628	14.352	14.291
265.151984027	-53.711425916	265.1519825	-53.7114253	5921748075616076672	265.1519997	40.4	-53.7114322	43.1	3	9	1998.521	2.2	2.6	-1.5	2.8	13.404	13.875				
265.152389564	-53.689285210	265.1523879	-53.6892825	5921748114265164288	265.1524064	22.5	-53.6893128	20.0	2	5	1998.522	2.4	3.7	-6.6	3.6	16.650	15.793	30.000	15.159	14.718	15.057
265.152851831	-53.691529854	265.1528889	-53.6915253	5921748114265144320	265.1524753	15.4	-53.6915761	16.6	3	2	1998.523	-53.5	8.2	-11.1	7.9	16.601	16.692				
265.152990233	-53.704205865	265.1530156	-53.7041881	5921748079905271040	265.1527325	15.4	-53.7043861	16.6	2	2	1998.523	-36.6	4.0	-43.3	3.7	16.296	14.829	30.000	14.663	14.388	14.343
265.154652943	-53.690435142	265.1546510	-53.6904381	5921748114265145728	265.1546728	15.4	-53.6904050	16.6	3	0	1998.521	2.8	18.6	7.2	18.4	16.995	17.190				
265.154861274	-53.705277534	265.1548594	-53.7052694	5921748075616078080	265.1548806	17.3	-53.7053603	18.4	2	9	1998.521	2.7	1.4	-19.8	1.5	13.416	13.847	30.000	11.877	11.426	11.314
265.155450444	-53.703273573	265.1554784	-53.7032597	5921748075616078464	265.1551678	11.4	-53.7034142	12.2	2	2	1998.518	-40.2	4.4	-33.7	4.5	16.405	15.405	30.000	14.766	14.599	14.541
265.155303072	-53.701135929	265.1553003	-53.7011292	5921748109975816576	265.1553311	11.4	-53.7012044	12.1	2	3	1998.523	4.0	5.2	-16.4	4.9	15.831	16.255	30.000	14.699	14.458	14.679
265.155176508	-53.688902708	265.1551400	-53.6889197	5921748217344369280	265.1555478	15.4	-53.6887300	18.5	3	1	1998.526	52.8	9.5	41.5	9.4	16.914	17.014				
265.156179876	-53.698269577	265.1561739	-53.6982697	5921748109975999232	265.1562403	12.5	-53.6982686	13.5	2	2	1998.519	8.6	3.4	0.3	3.4	15.405	15.308	30.000	13.893	13.523	13.551
265.156326246	-53.691974443	265.1563250	-53.6919653	5921748114265084544	265.1563389	15.6	-53.6920672	16.7	2	2	1998.524	1.8	5.7	-22.3	5.9	14.310	14.990	30.000	12.903	12.426	12.426
265.158165647	-53.703738551	265.1581610	-53.7037319	5921748075616079872	265.1582128	11.9	-53.7038058	12.8	2	4	1998.522	6.7	3.8	-16.2	4.2	15.819	16.314	30.000	14.441	14.500	13.909
265.158027572	-53.697126320	265.1580089	-53.6971289	5921748109976002176	265.1582172	10.9	-53.6971003	11.8	2	1	1998.526	27.0	8.2	6.3	8.4	16.385	16.819	30.000	15.477	15.131	14.320
265.158286201	-53.705719083	265.1582828	-53.7057114	5921748075616080000	265.1583208	12.4	-53.7057972	13.4	2	5	1998.521	4.9	2.2	-18.7	2.2	15.314	15.732	30.000	14.018	13.596	13.538
265.159027971	-53.691509389	265.1590322	-53.6915036	5921748109976003456	265.1589853	9.9	-53.6915681	10.5	2	0	1998.522	-6.1	17.6	-14.1	17.6	16.257	20.000	30.000	16.001	15.689	16.381
265.158977508	-53.696093994	265.1589739	-53.6960889	5921748109976003584	265.1590144	12.0	-53.6961458	12.9	2	5	1998.521	5.2	2.4	-12.4	2.3	15.414	15.765	30.000	14.336	13.894	13.871
265.159443506	-53.700237039	265.1594492	-53.7002356	5921748109975818880	265.1593858	12.7	-53.7002514	13.5	2	4	1998.520	-8.2	2.3	-3.5	2.4	15.313	15.362	30.000	13.954	13.525	13.526
265.159939769	-53.704555442	265.1599431	-53.7045508	5921748075616080768	265.1599061	12.0	-53.7046025	12.9	2	4	1998.521	-4.8	4.4	-11.3	4.4	15.686	16.236	30.000	14.305	14.087	13.891
265.159984084	-53.693368277	265.1599793	-53.6933606	5921748109976004352	265.1600328	12.1	-53.6934461	13.0	2	5	1998.522	6.9	2.3	-18.7	2.3	15.333	15.748	30.000	14.249	13.753	13.797
265.161518886	-53.692403250	265.1615056	-53.6924003	5921748114265063296	265.1616542	15.4	-53.6924333	16.6	2	2	1998.525	19.2	6.6	-7.2	6.8	16.529	16.618	30.000	15.180	14.910	15.125
265.161615765	-53.697330613	265.1616089	-53.6973231	5921748114265011200	265.1616856	15.4	-53.6974069	16.6	2	5	1998.522	9.9	3.1	-18.3	3.1	15.404	15.751	30.000	14.044	13.670	13.714
265.112079798	-53.666374266	265.1121006	-53.6663672	5921748281774637440	265.1118686	18.6	-53.6664458	20.1	3	1	1998.521	-30.0	11.5	-17.2	12.0	16.830	17.230				
